like1,parlogA,parlogK,parw,simulation_0,simulation_1,simulation_2,simulation_3,simulation_4,simulation_5,simulation_6,simulation_7,simulation_8,simulation_9,simulation_10,simulation_11,simulation_12,simulation_13,simulation_14,simulation_15,simulation_16,simulation_17,simulation_18,simulation_19,simulation_20,simulation_21,simulation_22,simulation_23,simulation_24,simulation_25,simulation_26,simulation_27,simulation_28,simulation_29,simulation_30,simulation_31,simulation_32,simulation_33,simulation_34,simulation_35,simulation_36,simulation_37,simulation_38,simulation_39,simulation_40,simulation_41,simulation_42,simulation_43,simulation_44,simulation_45,simulation_46,simulation_47,simulation_48,simulation_49,chain
-40.465042,-0.36042547,-2.8912194,1.0601892,0.0,-0.12982915,-0.040058598,0.00223713,0.0051941937,0.0013511324,-0.00016711165,-0.00020347467,-4.399286e-05,9.303446e-06,0.0,-0.14587323,-0.006784187,0.01608553,0.0015108667,-0.0017382867,-0.00025071533,0.00018378162,3.6736023e-05,-1.8954723e-05,0.0,-0.14168878,0.023484593,0.012038055,-0.0046357363,-0.0005851184,0.00061819435,-3.667736e-05,-6.342659e-05,1.4636579e-05,0.0,-0.1268428,0.042321544,0.00014065397,-0.004805291,0.001587488,1.0604982e-05,-0.0001820253,5.9541024e-05,5.9967863e-07,0.0,-0.10594329,0.048969977,-0.010723725,-0.00054906023,0.0014594975,-0.00061288814,0.0001191977,1.381265e-05,-1.9786416e-05,0.0
-40.428516,-0.44788522,-2.4538398,1.7024227,0.0,-0.11465504,-0.066515826,-0.01708498,0.0025633075,0.004691342,0.0022408837,0.00042016746,-0.00017651972,-0.00018120784,0.0,-0.15437564,-0.0027695373,0.028903287,0.0010379556,-0.0054021566,-0.00029158342,0.0010079371,7.276877e-05,-0.00018773196,0.0,-0.13867716,0.0528207,0.0058898833,-0.012149856,0.0035231141,0.00093677384,-0.0010175634,0.00021188855,0.00011013668,0.0,-0.103165574,0.066484354,-0.023496801,0.00267329,0.0026840144,-0.002231067,0.0009344122,-0.0001837415,-5.6836972e-05,0.0,-0.06029322,0.048076455,-0.027027158,0.012534163,-0.0049255467,0.001576752,-0.000333486,-2.9803803e-05,8.6309796e-05,1.0
-46.34364,-0.0535333,-1.3787591,3.0830715,0.0,-0.20461044,-0.27958086,-0.27555466,-0.23104343,-0.17231798,-0.115236014,-0.067795865,-0.032675184,-0.009370917,0.0,-0.62298024,0.19192052,0.26503453,-0.18151195,-0.08198896,0.119705446,0.0057843607,-0.064069055,0.016727837,0.0,-0.37930372,0.43988878,-0.31278545,0.13385567,0.007517542,-0.07836825,0.08697413,-0.060088407,0.024430364,0.0,-0.05277194,0.075872235,-0.081625246,0.077876665,-0.069493674,0.059391662,-0.04922958,0.03987561,-0.031714756,0.0,0.23966774,-0.32041577,0.30366135,-0.23924594,0.16184588,-0.091886096,0.038629778,-0.003833128,-0.0149759,2.0
-40.117664,-0.48371586,-2.7427769,1.617827,0.0,-0.09552134,-0.025696011,0.0029016575,0.0034206396,0.0006220565,-0.00018410655,-0.00011343774,-1.16001165e-05,8.534342e-06,0.0,-0.10426641,0.009046659,0.009927652,-0.0017908466,-0.00086460833,0.0002590135,6.635868e-05,-3.2369273e-05,-4.009337e-06,0.0,-0.08929334,0.030291371,-0.0011016622,-0.002738487,0.0010421764,-7.218333e-05,-8.258865e-05,3.54332e-05,-3.5348032e-06,0.0,-0.06469382,0.032710597,-0.009892385,0.0016410385,0.0001866231,-0.00026296492,0.00011378664,-3.0515337e-05,3.7384998e-06,0.0,-0.03656584,0.02198064,-0.009456249,0.0034260438,-0.0010879226,0.00030197747,-6.975041e-05,1.090282e-05,6.123683e-07,3.0
-41.023678,-0.3228825,-2.5937014,1.2069788,0.0,-0.15302084,-0.09048658,-0.024281371,0.002924235,0.006366871,0.0032064335,0.00068002363,-0.00021029724,-0.00025423855,0.0,-0.20384496,-0.034566537,0.033072226,0.012210249,-0.0042461692,-0.0030521546,0.00029344333,0.0006327122,5.1243922e-05,0.0,-0.20406774,0.033622865,0.033436503,-0.011930971,-0.004420485,0.0030071125,0.0003488375,-0.0006318249,3.7474627e-05,0.0,-0.18192345,0.07683679,0.0022942086,-0.015644569,0.0061694183,0.00038236286,-0.0013398341,0.00049285917,4.774129e-05,0.0,-0.1481315,0.090799935,-0.027364833,-0.00056873134,0.005575214,-0.0033088042,0.00096334383,4.1472136e-05,-0.00020941684,4.0
-40.929573,-0.37070486,-1.8032631,2.2565842,0.0,-0.11881493,-0.13531022,-0.10632422,-0.066681854,-0.033190135,-0.010987521,0.00083166396,0.005364827,0.005775252,0.0,-0.2700494,-0.00035687065,0.10857702,0.00028697,-0.043654677,-0.0001730704,0.017551802,9.2780334e-05,-0.007056848,0.0,-0.22258775,0.15983497,-0.02527888,-0.046111938,0.043275647,-0.012535202,-0.008398405,0.011070665,-0.004572874,0.0,-0.12950072,0.14411406,-0.10830867,0.06258736,-0.026102789,0.0038841171,0.006172611,-0.00843082,0.006900392,0.0,-0.027729016,0.0349793,-0.032976437,0.027534796,-0.021475619,0.016020045,-0.011574193,0.008159384,-0.005639231,5.0
-40.13291,-0.48189226,-2.7553308,1.5415753,0.0,-0.096483566,-0.026862036,0.0026541234,0.003560013,0.00071240636,-0.00017553456,-0.00012368827,-1.6001304e-05,8.534929e-06,0.0,-0.10624458,0.0072775087,0.010659415,-0.0014944363,-0.0010170966,0.00022661591,9.12938e-05,-3.0052835e-05,-7.5292123e-06,0.0,-0.09295588,0.029703006,0.0002710541,-0.0032060505,0.000995991,1.8444769e-05,-0.000110493755,3.336995e-05,9.411681e-07,0.0,-0.069947526,0.034269683,-0.00944393,0.0010278688,0.00048822263,-0.0003471447,0.000118804426,-2.1748874e-05,-1.8214398e-06,0.0,-0.043048106,0.025536232,-0.010627194,0.0036222355,-0.0010326399,0.00023215357,-2.9265175e-05,-7.0208257e-06,7.2382263e-06,0.0
-41.40222,-0.12736063,-2.4538398,2.3450348,0.0,-0.23230323,-0.09660148,-0.0075916946,0.010390887,0.005385663,0.0007823199,-0.0004299884,-0.00028852344,-5.967666e-05,0.0,-0.27073,0.049865548,0.02878372,-0.012295024,-0.0017721499,0.0020507213,-0.00012918633,-0.00026380783,6.670824e-05,0.0,-0.19315244,0.104499295,-0.029447608,0.0012762785,0.0034393752,-0.0020397613,0.0006211975,-5.0014703e-05,-6.0060644e-05,0.0,-0.08605661,0.061319467,-0.03162409,0.013933958,-0.0054935063,0.001960225,-0.0006263198,0.00017137198,-3.4272805e-05,0.0,0.020857232,-0.015578134,0.008710096,-0.0043207663,0.0020056092,-0.0008920127,0.0003849628,-0.00016242632,6.732624e-05,1.0
-56.10815,0.10095821,-1.2217141,2.7579656,0.0,-0.24860321,-0.37150046,-0.40671232,-0.38594994,-0.33389878,-0.26851323,-0.20188375,-0.14135729,-0.09069363,0.0,-0.96907204,0.1641297,0.55082965,-0.19129388,-0.29649854,0.16443793,0.14918725,-0.12345259,-0.06817004,0.0,-0.6848815,0.7532943,-0.4196015,0.011727289,0.23764318,-0.26838365,0.15329693,-0.0083592385,-0.08233857,0.0,-0.24462448,0.36595818,-0.40140942,0.38199666,-0.33178747,0.26826578,-0.20321697,0.14383245,-0.09383351,0.0,0.18395935,-0.27919105,0.31388095,-0.30966666,0.2825576,-0.24393107,0.20149513,-0.16015473,0.12275161,2.0
-40.58944,-0.48371586,-2.1623518,1.617827,0.0,-0.100907564,-0.09401219,-0.056158595,-0.023039345,-0.0039734133,0.0034741084,0.004474299,0.0030864829,0.0014819743,0.0,-0.18053894,-0.03439387,0.04967973,0.02017689,-0.011629784,-0.008499995,0.002002993,0.0030290547,-4.681187e-05,0.0,-0.17391525,0.061098337,0.032704417,-0.03051956,0.0005354964,0.009317722,-0.0034402076,-0.001693584,0.0016664871,0.0,-0.13917229,0.101040184,-0.030008348,-0.009684424,0.01637759,-0.008873879,0.001341421,0.0017900416,-0.0017173933,0.0,-0.09289841,0.08937607,-0.057052452,0.027051514,-0.008255849,-0.00048284582,0.0030359658,-0.002770463,0.0017198137,3.0
-40.9096,-0.23104396,-2.5937014,1.8664193,0.0,-0.17983808,-0.066224895,-0.0014351967,0.007923485,0.0031009703,0.0001306844,-0.00034763903,-0.00014469583,-8.9162095e-06,0.0,-0.20781209,0.020681176,0.024463983,-0.00507407,-0.0026172663,0.00090804807,0.00024366249,-0.00014013915,-1.7151116e-05,0.0,-0.17099988,0.07082562,-0.007510962,-0.005928234,0.003413978,-0.00065742474,-0.00016341543,0.0001515885,-4.1929718e-05,0.0,-0.111674905,0.06755536,-0.026613602,0.0074775396,-0.0011268014,-0.000272691,0.00030876734,-0.00015197988,5.2530384e-05,0.0,-0.046165656,0.03217708,-0.016535236,0.007418302,-0.003060175,0.0011861512,-0.0004361808,0.00015263111,-5.0714767e-05,4.0
